0.000000,0.000000,0.000000,0.000000,0.163026,0.211751
1.000000,0.000000,0.000000,0.000000,0.159584,0.220245
2.000000,0.000000,0.000000,0.000000,0.221990,0.266094
3.000000,0.000000,0.000000,0.000000,0.166970,0.216126
4.000000,0.000000,0.000000,0.000000,0.167700,0.216999
5.000000,0.000000,0.000000,0.000000,0.166189,0.217265
6.000000,0.000000,0.000000,0.000000,0.158899,0.211244
7.000000,0.000000,0.000000,0.000000,0.161121,0.205923
8.000000,0.000000,0.000000,0.000000,0.165259,0.211748
9.000000,0.000000,0.000000,0.000000,0.167509,0.218801
