0.000000,0.000000,0.000000,0.243921,0.353534,0.391106
1.000000,0.000000,0.000000,0.247440,0.348392,0.389439
2.000000,0.000000,0.000000,0.251376,0.344786,0.374359
3.000000,0.000000,0.000000,0.240968,0.347075,0.397556
4.000000,0.000000,0.000000,0.243887,0.353966,0.389539
5.000000,0.000000,0.000000,0.242550,0.335124,0.404819
6.000000,0.000000,0.000000,0.248189,0.340042,0.382097
7.000000,0.000000,0.000000,0.237005,0.345093,0.408070
8.000000,0.000000,0.000000,0.238622,0.346267,0.400361
9.000000,0.000000,0.000000,0.248932,0.342358,0.385018
