0.000000,0.000000,0.000000,0.252968,0.331510,0.380898
1.000000,0.000000,0.000000,0.245987,0.333748,0.388976
2.000000,0.000000,0.000000,0.245586,0.343503,0.379589
3.000000,0.000000,0.000000,0.258399,0.323854,0.382145
4.000000,0.000000,0.000000,0.247966,0.328348,0.379275
5.000000,0.000000,0.000000,0.263710,0.326492,0.385246
6.000000,0.000000,0.000000,0.239676,0.346611,0.389097
7.000000,0.000000,0.000000,0.245363,0.342877,0.387117
8.000000,0.000000,0.000000,0.248731,0.338717,0.386711
9.000000,0.000000,0.000000,0.249971,0.338211,0.385290
