0.000000,0.000000,0.000000,0.000000,0.217149,0.253723
1.000000,0.000000,0.000000,0.000000,0.192365,0.227225
2.000000,0.000000,0.000000,0.000000,0.197381,0.239911
3.000000,0.000000,0.000000,0.000000,0.187376,0.245401
4.000000,0.000000,0.000000,0.000000,0.171681,0.203067
5.000000,0.000000,0.000000,0.000000,0.192243,0.269020
6.000000,0.000000,0.000000,0.000000,0.191107,0.216213
7.000000,0.000000,0.000000,0.000000,0.200350,0.254139
8.000000,0.000000,0.000000,0.000000,0.141854,0.156643
9.000000,0.000000,0.000000,0.000000,0.233937,0.310062
