0.000000,0.000000,0.000000,0.303842,0.326106,0.380903
1.000000,0.000000,0.000000,0.285428,0.321925,0.382952
2.000000,0.000000,0.000000,0.312527,0.333004,0.378838
3.000000,0.000000,0.000000,0.313856,0.327801,0.380586
4.000000,0.000000,0.000000,0.310459,0.325375,0.380699
5.000000,0.000000,0.000000,0.337952,0.330146,0.382733
6.000000,0.000000,0.000000,0.324210,0.322940,0.380293
7.000000,0.000000,0.000000,0.313743,0.323505,0.377810
8.000000,0.000000,0.000000,0.325411,0.328207,0.379886
9.000000,0.000000,0.000000,0.306030,0.328432,0.381180
