0.000000,0.000000,0.000000,0.287787,0.333599,0.380996
1.000000,0.000000,0.000000,0.284274,0.336972,0.393839
2.000000,0.000000,0.000000,0.301533,0.336461,0.384485
3.000000,0.000000,0.000000,0.314804,0.331799,0.380877
4.000000,0.000000,0.000000,0.306954,0.333843,0.379954
5.000000,0.000000,0.000000,0.310751,0.327685,0.383363
6.000000,0.000000,0.000000,0.289877,0.334172,0.390102
7.000000,0.000000,0.000000,0.298921,0.341089,0.378125
8.000000,0.000000,0.000000,0.293131,0.332962,0.389057
9.000000,0.000000,0.000000,0.305497,0.332515,0.375962
