0.000000,-7.128383,14.121417,0.294433,0.316114,0.385935
1.000000,-6.841283,14.106557,0.274478,0.331849,0.383200
2.000000,-7.231490,14.319225,0.294151,0.322464,0.389031
3.000000,-5.524834,10.031495,0.291329,0.330073,0.403713
4.000000,-7.418426,13.970029,0.305957,0.318485,0.388954
5.000000,-6.757246,13.524934,0.290730,0.329942,0.372850
6.000000,-7.928839,15.777681,0.291028,0.331145,0.376184
7.000000,-5.094846,9.347711,0.314728,0.348135,0.366336
8.000000,-8.248933,15.588870,0.312755,0.320412,0.358019
9.000000,-8.805430,18.269391,0.300394,0.327714,0.366102
