0.000000,-3.856109,3.610811,0.261011,0.336861,0.380035
1.000000,-3.773785,3.420361,0.235280,0.337298,0.404417
2.000000,-3.790368,3.433950,0.235253,0.341144,0.400197
3.000000,-3.824911,3.574533,0.246048,0.333578,0.401542
4.000000,-3.918006,3.685865,0.248107,0.337149,0.394185
5.000000,-3.813194,3.584565,0.241925,0.331532,0.399970
6.000000,-3.654418,3.158305,0.227486,0.336493,0.412370
7.000000,-3.907549,3.654840,0.241885,0.333971,0.400675
8.000000,-4.176672,4.078433,0.258060,0.325955,0.384716
9.000000,-3.792963,3.560065,0.239428,0.342064,0.385198
