0.000000,-8.281303,16.593752,0.288804,0.327083,0.379877
1.000000,-8.811241,18.456488,0.280951,0.322435,0.380783
2.000000,-7.442200,15.054132,0.286297,0.324898,0.383455
3.000000,-7.686010,15.601772,0.289735,0.328376,0.379679
4.000000,-7.691610,15.077748,0.289173,0.324421,0.383893
5.000000,-7.115845,13.624771,0.309106,0.321318,0.387157
6.000000,-7.898238,16.299103,0.279879,0.331538,0.389744
7.000000,-6.908424,13.816443,0.302422,0.330223,0.382235
8.000000,-7.329403,14.460805,0.290690,0.326794,0.387074
9.000000,-8.020297,16.218089,0.285536,0.325260,0.377888
