0.000000,-3.874853,3.564767,0.241113,0.340797,0.394783
1.000000,-3.799866,3.455595,0.234914,0.340926,0.401502
2.000000,-3.835602,3.548500,0.241356,0.342022,0.396411
3.000000,-3.814959,3.491184,0.238754,0.333064,0.400103
4.000000,-3.870919,3.644162,0.250506,0.337383,0.397705
5.000000,-3.827511,3.508818,0.240604,0.344523,0.395802
6.000000,-3.875903,3.625904,0.246170,0.335471,0.398338
7.000000,-3.903056,3.609123,0.242783,0.335159,0.393478
8.000000,-3.870942,3.560314,0.239507,0.334925,0.396900
9.000000,-3.857571,3.503086,0.233154,0.335300,0.400629
