0.000000,-7.759396,15.395172,0.000000,0.159753,0.215090
1.000000,-7.339591,14.775946,0.000000,0.177308,0.222512
2.000000,-7.564587,15.353127,0.000000,0.159215,0.228192
3.000000,-7.503019,14.922867,0.000000,0.169879,0.223541
4.000000,-7.886904,15.626643,0.000000,0.155065,0.228256
5.000000,-7.138042,14.263547,0.000000,0.172638,0.217854
6.000000,-7.764305,15.668962,0.000000,0.174860,0.220529
7.000000,-7.224065,14.612791,0.000000,0.174992,0.232826
8.000000,-7.202864,14.444507,0.000000,0.168057,0.217002
9.000000,-7.637180,15.292220,0.000000,0.164159,0.197516
