0.000000,-7.557366,15.062897,0.000000,0.162514,0.208947
1.000000,-7.513059,15.128040,0.000000,0.162585,0.222947
2.000000,-7.524703,15.132559,0.000000,0.164756,0.214804
3.000000,-7.354872,14.780394,0.000000,0.169863,0.224020
4.000000,-7.546179,15.062547,0.000000,0.168101,0.222232
5.000000,-7.544594,15.108533,0.000000,0.167313,0.220933
6.000000,-7.862515,15.594363,0.000000,0.157388,0.214265
7.000000,-7.715549,15.294916,0.000000,0.158045,0.215161
8.000000,-7.502616,15.082780,0.000000,0.162941,0.219207
9.000000,-7.510457,14.907988,0.000000,0.168039,0.220815
