0.000000,-7.635764,14.999673,0.283356,0.328151,0.379891
1.000000,-7.866713,15.893613,0.293972,0.316233,0.382961
2.000000,-7.833250,15.927545,0.286318,0.327536,0.382224
3.000000,-7.213673,14.484387,0.289491,0.329105,0.381650
4.000000,-7.647240,15.159946,0.290213,0.322552,0.380583
5.000000,-7.489301,14.947325,0.277017,0.324081,0.381094
6.000000,-7.904465,15.663023,0.280280,0.325359,0.379690
7.000000,-7.535407,14.624652,0.302661,0.325558,0.377881
8.000000,-7.656409,15.218546,0.274491,0.327550,0.381284
9.000000,-7.228154,14.441666,0.277371,0.326028,0.383194
